files_modified_per_min,files_created_per_min,files_deleted_per_min,average_entropy,unique_extensions,max_cpu_usage,total_memory_mb,suspicious_processes,disk_write_rate,new_processes_rate,honeypots_compromised,honeypot_access_rate,file_change_acceleration,burst_activity,activity_consistency,label
0.3885577983740699,0.11558116983209207,0.6951495985686488,0.16705791303561154,0.0,0.37960991224206286,0.504214547232145,1.0349250612403127,0.8420319059678056,0.7092163600098794,1.1235282233924244,0.0,0.620896324219203,0.49485916012399134,0.8868501364657434,1
0.37630004011571017,0.10739299937683137,0.0,0.5399802356765309,0.48735827202132054,0.4075643646380235,0.5344905866958425,0.9863322507583031,0.5854074138537808,0.12156604493063938,0.0,0.2284917526896172,0.310190100452845,0.44630501870044237,0.9880207307950888,0
0.43731123247184556,0.299012969842006,0.0,0.31700055997603044,0.40301129555167164,0.7669098434063478,0.5750359365232419,0.8050156727878548,0.8596568133456742,0.26812418617871947,0.0,0.23368669333785547,0.490065383382233,0.4112596218294871,0.5099187432127692,1
0.2894853160256764,0.3426618036639617,0.19209331711423033,0.8078299639454165,0.5286938868737541,0.12699964205543823,0.8745029808897017,0.9481571150988347,0.8230902930160949,0.3046864646509468,0.0,0.10791683756287257,0.27249645773455233,0.2766886026881773,0.49270015204172135,0
1.16802876589412,0.7634729896779653,0.8610814428857474,1.330109725980761,0.9982943090657495,0.9247612362531537,0.9282588537717302,2.057163293595714,1.3508420531719052,0.7640409734687844,0.8669195828756254,0.45351879467441947,0.646429949491679,1.1187029587013333,0.4389396243991831,1
0.41437991040120226,0.4763220694930408,0.5257652179056324,0.46882938181453165,0.21850725063272086,0.5452067577192327,0.211230843351441,0.23713632077461722,0.3000301569951983,0.0,0.9186365769712121,0.0644952944009972,0.6501431753784706,0.8096602888377561,1.6825051805152063,0
0.12743969217781037,0.31238822750970247,0.18250602537559188,1.0299314814333858,0.9066445899769476,0.7180072927577233,0.3641064115532211,1.9178241597661252,0.5181051151701173,0.5522509712707667,0.0,0.1455220900409828,0.5860700069530006,1.1347223734929919,0.8784243687940353,0
0.16451039924786295,0.07974318334867453,0.2525292550036213,0.19372203344058955,0.16108570250153478,0.40685950499415274,1.0323190669246551,0.0,0.0,0.2100117766814884,0.0,0.0,0.2584042630377067,0.9249808176847536,0.5597210905719683,0
0.7239275236501872,0.23225560278074597,0.10762617243236719,0.20981457110205484,0.0,0.46486125107581444,0.19644449596772232,0.11543627522989437,0.36410547612350275,0.14236852651616022,0.08736055500134925,0.07971381698594712,0.03223984250441127,0.5500330795642804,0.24673206900763162,0
0.4351920026230602,0.9374700034983217,0.0,0.6947015963289632,0.33141165953219165,0.6799771355732159,0.9003598365299491,2.0217419944094726,0.57371460608034,0.2948462740067196,0.09093012519045059,0.15994839302148603,1.0919922834528715,0.7271127830936108,1.199301242607466,0
0.6910020879561934,0.8646673390371482,0.3597301983952823,0.6020221155107143,0.5714655354895262,1.2422117498408023,0.573074692086627,2.803143767073673,0.6267195005654886,1.1152619465548428,0.07751806734012805,0.39555191335472223,0.4809912895070539,1.3563679815840752,1.5072559018463974,1
